,content,label
378,느낌이 오래도록 가는 영화... 사와지리 에리카는 정말 작품 하나는 잘 보는듯.,0
555,Keep Moving Forward.... 좋은 말이네요~^^,0
425,서서히 빠져들며 이어가던 이야기가 섬득한 결말의 반전으로 끝맺으며 생각하면 할수록 멍해지는 꽤 괜찮은 스릴러?공포?영화~^^,1
786,"재난영화 중 가장 많이 본 영화..DVD가 아주 닳고 닳도록..스릴,흥미 모두 굿~~",0
1481,너무나 가슴아픈 명작. 피아노와 더불어 조재현의 양대 역작.,0
1509,"늑대아이.. 진짜 최애 애니영화라 10번은 넘게 봤는데... 진짜 볼때마다 아메가 진 떠나가는 장면에서 계속 눈물이 흘렀네요... 그러면서도 이 영화를 이제 커서 보니까 "" 아니 하나뿐인 엄마가 산에서 밤새도록 쓰러졌는데... 집에라도 데려다주지... "" 라는 생각도 들고... 그래도 계 아직까지 정말 모두에게 추천해주고 계 싶을만큼 갓 애니영화입니다... 오랜만에 오늘 방송해주길래 울면서봤는데... 진짜 오래오래 방송해주세요~ ㅎㅎ",1
1085,"개인적으로 메카닉 보다 좀더 잼있었고, 적이 알고보니깐 영화 거침없이 쏴라 슛뎀업에 나온 주인공이라니... 어쩐지 어디서 많이 봤다 했어. ㅋㅋㅋ 그리고, 결말에서 이런 느낌이 나더군요. 오늘의 적이 내일의 친구가 될수있다. ㅋㅋㅋ",1
1277,상영시간내내 울컥하는 감정을 참으며 보다가 막바지에 서명을 거부하고 부끄럽다고 읊조리는 장면에서 눈물을 흘렸습니다.,1
89,내겐 절대 잊혀지지 않을 영화.,0
526,용가리 하혈하고 죽는 것 보고 보 지릴뻔,1
970,"누군가는 잃고, 누군가는 벌고, 또 누군가는 죽는 게임. 그리고 끊임없이 반복되는 삶과 기억의 굴레. 하지만 시작할 때부터 영화는 이미 심각했고, 지루했다. 다 본 후 생각해보니 그럴 수밖에 없었겠다 싶다. 넓고 얕은 재미, 길고 깊은 여운.",1
144,마지막 그래픽 빼고 다 제미 있음,1
149,"CG는 95년도영화라 좀 허접하지만 매우괜찮음, CG 터미네이터1수준",0
813,"옛날 영화는 옛날 영화만의 멋이 있는것같다. 사실 그렇게 옛 특별한 내용도 아니었는데 괜히 사 더 감동스럽고 더 꽃 아름다워보이게 하는 옛날 영화만의 필터 효과.. 비와 당신 브금이 깔리면서 마지막 장면에서 같이 우산쓰는 장면이 참 좋았고, 개인적으로 부끄러워서 고백못하는 남자 사연에서 라디오 애청자들이 농협에 꽃 한송이씩 주러가는 장면이 인상적이었다.",1
171,말이 필요없고.. 진짜 꼭 봐야하는 영화.. 결말을 알았을때 숨이 콱하고 막혔음 놀라서..해피도 세드도 아닌 오픈엔딩 재미없다고 하는사람은 꼭 주인공 두명이서 알콩달콩 사랑해야하는 영화를 바라는 사람인가.,1
158,상영종료해서 일본판으로..재미있다!!!!!!!!!!!,0
611,피아니스트와 같은 동급 영화라생각합니다 보시면 후회없을거예요 실화영화이니요,0
641,영화평 처음 남겨 봅니다. 사람 참 부끄럽게 만드네요...,0
240,내 인생 최고의 명작입니다,0
27,알파치노의 알파치노에 의한 영화.음악에 맞춰 아름다운 여인과 화상적으로 탱고를 추는 모습은 너무나 인상적이다.잠깐의 환희 뒤에 담담히 맞이하는 절망과 매순간 표정과 머리카락에서 조차 느껴졌던 깊은 슬픔과 고독은 결코 잊을 수가 없다.눈은 멀었지만 삶의 통찰력과 지혜를 가진 어른으로서 마무리 되는 서사도 완벽하다.,1
760,아무리 재밌다고 백날을 말해도 백문이 불여일견 이라 했음,0
1361,4000원! 네이버에서 다운 받아서 봤음. 재밌음. ㅋㅋ,0
165,"두 형제가 겪는 일상에서의 고독과 좌절감을 그린 작품.. 정지된 카메라로 두 남자의 일상을 훔쳐보는 듯한 느낌을 주는데, 주로 롱샷으로 된 화면과 롱테이크기법으로 현대인이 겪는 고독과 소외감을 제대로 살리고 있다. 라스트씬의 롱테이크는 특히 압권..",1
1483,재미만있구만 ㅋ뭔작품성따지고보냐 ㅋㅋ,0
397,필리핀에 외로웠을때 사랑에 대해서 아름답게 그 다시한번 생각하게 되었던 영화!! 그 영화보고나서 트라이서클있는곳까지 배웅해주었던 2년전 그때 그 풍경이 아직도 잊혀지지가 않네요..ㅠ 과거는 과거니까그만 회상하고 미래를 꿈꾸며 달려야지 그 화이팅!!,0
374,뻔했지만 나름대로 괜찮음 다소 지루한다는게 문제.,0
675,"영상 길이가 쓸데없이 게 너무 길음 루즈하게 질질 끄는 필요 없는 부분이 많음 캐릭터의 매력을 가장 기대하고 갔는데 아역 캐릭터가 가장 마음에 게 들었고 엠마스톤이 갑자기 게 가 크루엘라로 변할때 드는 이질감이 오그라들게 했음 흑화된 원인이 크게 와닿지 않아서, 10년 넘게 폭력적인 모습을 잘 감추고 살아놓고 마치 원래 나는 이런 사람이지 게 하며 다시 폭력적인 사람으로 변한 게 이해가 안됐음. 마지막에 남작부인이 엄마라고 한 게 것도 완전 막장스토리고 모든 면에서 실망함..",1
1037,한석규 연기 짱 ㅎㅎㅎ~~~,0
507,"한국교회는 반성해야하며, 진정한 기독교인은 이래야 한다는것을 보여주는 영화.",0
450,"좋은 시나리오, 비고 모르텐슨의 좋은 연기.",0
794,예나 지금이나 아빠노릇하기 참 힘든거 같아...그만큼 아들을 사랑한단거 겠지만...,0
118,최선을 다하는 엄친아 모범생이 자신이 인정하는 천재를 만났을때 느끼는 감정.하지만 그천재를 자신이 아무리 노력해도 따라잡을수 없을때 느끼는 절망감,1
754,"영화의 명대사, whatever you think it, Rethink it! 무슨 생각이던간에 다시 생각해라!",1
1464,타이타닉 보다도 포레스트 검프 보다도더 재미있다 특히 지붕 페인트칠하고 맥주먹는 장면은그렇게 평화로울 수가 없다,1
1281,분노가 치밀어 오른다...엿,0
189,아이가 죽을때 너무슬펏고 다시만나서 다행이다,1
175,처음에 주인공이 어머니를 잃을 때 슬펐고아버지가 혼자서 비행 연습하는 장면이 재미있었다. 또 때 아버님이 빨간팬티 입고 뛰어 나갈 때 웃겼고 삼촌이 언더테이커 나오는 프로그램 볼 때도 때 재밌었다. 에이미가 국경을 넘을 때 군인들의 때 반응이 제일 재미있었다. 또 공군 사령관이 에이미가 국경을 넘는 것을 용서해준 것은 의외였다.,1
311,와... 12년간 이어져온 인피니티 사가의 끝을 맺는 멋진 영화다... 솔직히 아이언맨 죽는거 보고 안우는사람 없을거임,1
954,탈옥전까지 너무 허접했다- 그러나 악당이 한인간을 파멸시키는 과정은 굿,1
677,최고 최고 신하균 정말 멋진 연기... 안드메다 왕자... 죽인다 정말..,0
955,전쟁속의 진정한 휴먼드라마,0
107,기대 없이 보니까 그냥 볼만하네요.,0
510,"아름다운 영화, 두고 두고 간직하고 싶은 영화! 소중한 사람과 함께 보세요~!!",0
967,알프레도의 아바다카다브라와 토토가 받은 키스신장면은 최고로 아름답다,1
892,"전에는 설렁설렁봤다면 이번엔 몰입해서 봤는데 생각보다 유쾌한 스타일 보다는 디스토피아 느낌이 좀 있었음. 어릴 때 볼때는 걍 재밌다~ 이거였음 근데 다시보니 나한텐 뭔가 재해석된 느낌? 원래 영화볼 때 스킵 줫나게 하는데 이건 몰입해서 그럴 틈도 없었음. 그만큼 나한텐 개꿀잼이었던 영화. 인물 간 짜임새, 간 이해관계도 이제 보니 탄탄하게 느껴짐. 그래서 잘만든 영화라고 생각 듬. 또 어두운 권력 구도에 간 맞서는 스토리를 좋아해서 더 재밌게 생 봄. 매장면 거를 타선이 없음. 마지막에 평경장 오른팔 짤렸다고 정마담이 때 자세하게 얘기하는 장면은 너무 억지스럽긴 했는데 그거 제외하고 모든 것이 완벽한 느낌. 걍 내 인생영화;; 공공의적과 더불어 ㅋㅋㅋ",1
544,..ㅠㅠ 펑펑 울었다.. 나루토가 쿠시나한테 마음열고 안길때코끝이 찡.. 근데 쿠시나 넘 예쁘다ㄷㄷ,1
321,잔잔한 배경 음악을 틀고 휴식할 때처럼 늦은 밤 켜놓고 싶은 영화,0
269,보고 정말 재밌다...,0
1529,이 영화의 진정한 시작은 후반부 일기장을 읽으면서 시작된다고 해도 과언이 아닌 것 같다.,1
847,진 정말 끝날떄 엄마도 못만나고 진짜 슬픈 영화입니다,1
664,"후반부에 아버지가 알려주는 ‘인생을 행복하게 사는 법’이 제일 기억에 남고, 마음에 새긴 수 채로 살아가고 있다. 나중엔 시간여행을 잘 쓰지 않는다는 점이 마음에 든다. 우리는 시간여행을 할 수 없기에 하루하루에 가치를 부여하고 소중히 여겨야한다. 아버지가 가르쳐주신 대로 인생에서 일어나는 일들을 온전히 느끼며.",1
204,"재판 중 검사(순호)가 말실수로 지우를 정신병이라고 표현한걸 들은 지우가 자신이 정신병자냐고 검사(순호)에게 물어보는 부분에서 마음이 너무 아팠습니다. 한순간의 말실수가 상대방에게 큰 상처가 될 수 있고, 그게 장애인을 향한 비하발언이라면 더욱 회복할 수 없는 흉터로 자리 잡을 수 있다는 재 사실을 잘 표현해준 것 같아 좋았습니다.",1
573,질 마지막에 함장끼리 악수할 때 가슴이 뜨거워졌습니다. 분노의 질주 이후로 처음이네요.,1
687,젊은이들의 한탕주의를 통렬히 비판하는 수작,0
1068,이물감. 시 시 같았다,0
732,엄청 웃기다.,0
909,ㅇㅋㅇㅋ,0
62,조용히 충격적인 반전. 스토리도 배우도 화면도 모두 만족!,1
663,"후반부에 아버지가 알려주는 ‘인생을 행복하게 사는 법’이 제일 기억에 남고, 마음에 새긴 채로 살아가고 있다. 나중엔 시간여행을 잘 쓰지 않는다는 제 점이 마음에 든다. 우리는 시간여행을 할 수 없기에 하루하루에 가치를 부여하고 소중히 여겨야한다. 아버지가 가르쳐주신 제 대로 인생에서 일어나는 일들을 온전히 느끼며.",1
1502,코난 팬인데 재밌어요ㅎㅎ,0
111,잔잔하게흐르지만 묵직한 울림..할머니의 무한한 사랑속에 성장해가는 상우의 이야기. 참 따듯한 영화이다.마지막 상우의 미안해.에서 울음참느라 힘들었다..,1
578,어릴적꿈에나타난데일리 므흣 ㅋㅋ,0
176,처음에 주인공이 어머니를 잃을 때 슬펐고아버지가 혼자서 비행 연습하는 장면이 재미있었다. 또 아버님이 빨간팬티 입고 뛰어 나갈 때 웃겼고 삼촌이 언더테이커 나오는 프로그램 볼 때도 재밌었다. 에이미가 국경을 넘을 때 군인들의 반응이 제일 재미있었다. 또 공군 사령관이 에이미가 국경을 넘는 것을 용서해준 것은 의외였다.,1
1519,잼있네요ㅡ뻔한스토리이긴하지만 마지막에 주인공 죽는줄알았네요 ㅜㅡㅜ가슴졸이면서 참 재미있게 봤음 ㅎ ㅎ,1
1115,아니 너무 다 좋았는데 잭슨 자살결심할때 굉장히 짜증나더라 원작이 그따위였는지 안봐서몰르겠지만 그 매니저란 새낀 왜 잘살려고하는사람한티 와서 속을 뒤집어놔 어!?!?!?! 그렇다고 죽는새낀 또뭔데!???,1
552,고 고양이 귀여우니까 10점,0
894,김강우 드라마 해운대연인들 난 마지막회까지 본방사수해서 봤는데 나름 저한테 완전재밌엇음 못보신분들 올레티비 로 다시보세요 김강우 캐릭터 호감가는 귀여운 캐릭터 ㅎ[나 이런감정처음이야] 명대사 김강우대사,1
1396,스토리도 다 재밌고 감명깊었어요 특히 아버지가 시간여행하는 장면은 정말 눈물났습니다근데... 퀸카로 살아남는법의 그 금발 여주인공이 여기 여주인공일지 누가 알았겠습니까,1
1526,난 재밌게 봤는데 김동욱님 귀여움ㅋ 근데 현실에 저런아빠있을까?ㅋ,0
362,명작이라 해서 봤는 데 연기력 최상 몰입도 최상 진짜 명작인듯,0
951,오토바이씬도 좋았고 내용도 좋았어요,1
444,기태가 친구들한테 특히 마지막에 너만없으면돼 라는말들었을때 보는 나까지도 충격적이였어요 아빠가 이유를 알고싶어서 친구들찾아다니는데.. 딱히 이렇다할 큰사건이 있었던것도 아니고 뭐라말하기힘든 사소한 일들이 쌓이고 오해,1
51,"젊을때의 그들, 어설프지만 풋풋한 모습.",0
134,아이맥스3D로 개봉하지 아쉽ㅋㅋㅋㅋㅋㅋㅋㅋ,0
1121,"11년전에 볼 때보다 더욱 더 강한 감동을 준 명작 중의 명작! 남, 녀 주인공두~~",0
1149,파파로티 보니 다시 생각나는 영화.. 파파로티보다 훨씬 감동있어요 ㅎㅎ,0
428,천사가 인간으로 진화하다.,1
1139,평범한 휴머니즘 방식에 너무도 특별한 감동이 있는 영화..,0
533,비아랑 할머니 장면에서 왈칵...오랜만에 가슴 몽글몽글해지는 영화였다...,1
530,몽환적인 느낌의 영화. 갑자기또보고싶음,0
1098,마지막 결말 부분이 아쉽긴한데 스릴러로서 최고의 영화네요. 연기자 분들 연기에 감탄하고 갑니다.,1
1216,무서운 영화라는 생각 밖에 안든다. 30년을 가까이 한 프로임에도 불구하고 끝나자마자 마지막에 시청자들은 다른 프로는 뭐하지? 한 사람의 인생을 30년 동안 지켜봤으면서 그저 그냥 볼거리에 지나지 않았다니.. 충격적이다.,1
499,스텝업 1과 2의 남주 둘이서 여자 하나 놓고 싸우네요...ㅋㅋㅋ 재밌어요,1
235,너무재미있네요 여얼자,0
1057,이 또한 추억의 이 재난 영화~,0
1420,4년후에 봤지만 엄청 영 흥미로운 영화 돈이고 뭐고 전문적으로 나서는거 다 집어 치우고 보면 가슴 따뜻해 지는 영화괜히 전문가 척하는 것들 꼴 사납다영화 너무 재미있다 강력추천,0
468,토마스 제인 이 바보. 마약을 하수구에 이 쏟아 버리는 바람에 일이 꼬이자나;;;;,1
292,난 평 페어리테일을 평생 시청할 거임,0
1150,병태의 진실이 알려진 순간부터 내용이 지루... 그래도 재밌었다,1
947,오랜만에 본 명작. 극중 프랭크가 2주만에 공부해서 변호사에 합격하였다는걸로 보아서 사기를 안쳤어도 잘먹고잘살았을것같은 천재이야기임 될놈될,1
488,매력적인 영화...,0
595,영화에 나오는 노래 제목이 뭐죠? 최진희가 불렀던 사랑의미로랑 곡이 똑같던데. 최진희가 리메이크 한건가요?노래 제목을 알고 싶네요 누가 불렀는지도요,0
79,평점을 안줄수가 없다 ㅋㅋ 감독이 진짜 싸이코패스인듯,0
1385,이 가슴 먹먹함은 뭘까? 진정한 사랑은 그사람을 위하는건지? 그게 진짜 사랑인가? 좋은음악과 함께 끝나도 여운이 남는영화,1
26,마지막에 할머니가 다이아 목걸이를 바다로 버린 이유가 뭘까 생각해봤는데 할머니는 분명 그때 그 사고 장소에 와있고할머니가 서있는 곳 밑 깊숙한 곳에는 잭이 잠들어있다 그런 잭에게 자기가 다시 이곳에 왔다고 얘기해주기위해 목걸이를 바다에 빠뜨린게 아닐까..,1
721,별로임.. 그래두 노출씬은 십점 만점에 십점!,1
786,"스토리는 중간부터 엉망이 되네요.명작이라하여 어릴 적 보던 추억에 다시 보았으나, 스토리가 나이들어서 보니까 최악이긴합니다OST는 주 역시 명성에 빛나는 최고의 20세기 OST로 생각은 되오나, 스토리와 황야의 발암 마녀, 소피 처신 노답..보신분이라면 알겁니다갑자기 주 불 빼서 성 다 뿌셔지고.. 후그리고 갑자기 중간에 불 젊어진건 이해가 안되네요. 주름 그리기 귀찮았나",1
133,"최고의 눈물 포인트 마지막 원빈배우 노역 하신분이 나오셔서 ""오신다고 사 했잖아요. 돌아와서 마저 만든다고 했잖아요""? 이런 대사 할때 안울었던 사람 거의 없다고 봅니다. 분단의 아픔, 동족상잔의 아픔 이런거 다 떠나서 한번쯤 보고 눈물흘리게 되는 영화라고 봅니다.",1
1015,제작년에 볼만한 진 영화가 없어서 우연히 보게 된 영화. 보고난 뒤에 다음날 한번 더 봤더랬다. 이 영화는 (뿐만아니라 음악영화 모두) 무조건 영화관에서 영화관 사운드로 느껴야한다는 생각엔 아직도 변함 없다. 레이디가가가 앨리역인줄 도 모르고 보다가 알고난 뒤 진짜 도 레이디가가의 진가를 알게 되었고 모든 노래가 라이브였단 사실에 또 놀래고. 첫날과 둘째날 영화를 보면서 각기 다른 걸 느꼈었다. 우울증을 겪고 이 있었던 그때의 나는 둘째날 브래들리쿠퍼가 결국 죽음을 선택하는 장면에 너무나 공허했다. 다 죽지못해 사는 나와 비교적 쉽게 죽어버리는 진 쿠퍼를 보며 카타르시스를 느끼면서도 진 그러지 이 못하는 내가 밉다가 이 또 정상에 있다가 사랑하는 연인 앨리의 승승장구 앞에 어쩔 수 없는 시기질투 까지도 너무 이해가 가더라. 진짜 펑펑 운거같다. 그냥 몇번이든 보라고 강추한다. 코로나때문에 개봉이 줄줄이 취소되고 늦춰지면서 재개봉 영화가 이 많이 등장했는데 그중에 스타이즈본이 있었고 시간이 없어서 그때 그 사운드와 공간감 감동을 극장에서 다시 느낄 수 없다는것에 너무 아쉬울 따름이다.,1
1061,이게 실화라니.. 책하고 영상 찾아봐야겠다. 영화에선 마약으로 괴로워하는 제임스가 밥과 베티에게 힘을 얻어 이겨내는게 훈훈하네요. 놀랐던건 밥의 연기력.. 천재다,1
540,"베니니영화에 따라다니는 니콜레타의 매력을 제대로 볼수있는영화,",0
926,다들 재밌대서 혹하고 봤는데 첨엔 뭔 스토리인지 몰라서..하지만 좀 지나 이야기의 시작인 존의 집 한 쇼파에서 존이 그의 정체를 설명할 때 나도 그의 주위 선생님들의 일부가 되버리고 말았다. 갈수록 흥미진진..영화지만 어느새 나도 믿고 있다.아직도.?,1
589,"좋아하는 영화 목록에 있는 작품인데,",0
873,"마지막 장면에서 만약 에반이 켈리를 붙잡았더라면? 다시 새로운 나비효과를 상상하게 만든다. 다른 타임 리프 영화처럼 터닝포인트를 한 가지 사건에만 집중시키지 않고 다양한 사건이 얽혀 억지스럽지 않다. 나비효과의 가능성은 생각보다 무궁무진했고, 결과의 한계는 없었다.",1
967,연말에 추천할만한 따뜻한 영화. 배경음악도 참 좋았다,0
111,명동역 cgv에서 봤어요. 감동 받았습니다. 남을 돕고 살리는 사람이 될께요!,0
1243,다시봐도 재밋는 드라마이다~!!!박유천과 한지민의 캐미가 돋보이는~!!!,0
54,언뜻 피해자인 유대인 여자 스파이가 여 활약하는 반전 테마를 다룬 영화 같지만 실은 전쟁의 참혹함 뿐만 아니라 사람들 마음속에 반드시 존재하는 지옥을 보여주는 영화... 여 폴 반호겐 감독 진짜 대단하심,1
417,잔잔하고 좋음 극중요코는 성격이 고양이와 흡사한 점이 상당히 많네요ㅎㅎ,0
1193,마지막회 보는거 미루고 미루다가 방금 봤어요. 여운이 찡하게 남습니다...,0
351,색삼과상상력이넘쳐나는영화,0
533,호킹 능욕이래ㅋㅋㅋㅋㅋㅋㅋ,0
622,소름듣는 대사와..연출..연기...올드보이 인생 여러합작의 진품!!강추!!,0
960,마지막 그 한마디의 북받침이란...,1
697,이렇게 설마 결 끝나겟어 하고 그냥 끝나는 결말 그러나 영화는 훌륭하다!.,1
605,영화로서는 재밌게 봤고 훌륭했다 . 하지만 전쟁을 미화 시키거나 생명에대해 옳고 그름의 잣대를 미국이란 나라 스스로 정해버리고 그게 정의라 말하는건 잘못되고 모순된거라 생각한다 . 인간이 정해버린 동전의 앞뒤 일뿐 ..,0
1450,나름 재밌었음,0
38,재키찬 손가락 짤림 ㅋㅋ,1
25,엄청 재미있다 명작이다 ~~,0
538,결 결말 ㅠㅠ,1
1340,너무 짧았던 러닝타임. 86분으로 다 하지못한 악사들의 얘기가 무척 궁금해졌다.,1
352,개인차이지만 난 너무 재미있게 잘봤다. 송강호 작품중 유일하게 감성적인 작품인듯.. 먹먹하면서도 아름답게 잘표현한것같다. 송강호와 신세경 관계가 점점 깊이푸르게 물드는것만 같은 느낌.,1
469,구라안치고 알바아니고 마블팬도아닌데 정말 나는 재밌게봤음.8~9점주고싶지만 평점조절을위해 10점,0
1322,"여러모로 그래픽도 좋고 원작처럼 스토리도 좋지만 원작의 스토리를 그대로 안따라가고 조금,아니 많바바꾼게 아쉽",1
369,보는 내내 너무 현실적이라 화가 났다. 하지만 결국 현실과 타협 혹은 생활로 들어가는 모습을 보며 씁쓸하면서도 아 저게 인생이지 싶었다,1
379,웃기면 짱댕이지..더이상 뭘 바라오?게다가 마지막에 감동까지 주더만!!,1
386,"재미(모험)에 감동(감정)을 섞다! 1편 보다 더 좋았고, 3편이랑은 좀 비슷해서 개인적으로 2편이 가장 훌륭한듯요 ^^",0
921,공연할때 박진영이 나온줄 알았다^^,1
871,최고의 영화. 기차역에서 추격전은 정말 최고.. 앞으로 이런 영화가 또 나올 수 있을까,1
153,7년이 지나도 계속계속 보 보고 싶은영화!!!!,0
968,연말에 추천할만한 따뜻한 영화. 배경음악도 참 좋았다,0
586,아무리 그래도 폭죽 한 방에 군대 몰살시키는 건 에반데 건 ㅋㅋ,1
1409,스릴도 있고 재미있는 영화이다! 보는 내내 많이 웃었다. 하지만 알고보면 많이 슬픈 영화ㅠㅠㅠㅠ,0
1401,"첫시작부터 마지막까지 지루한 적 없던 영화이고, 쿠퍼가 가족들과 헤어지고 나서 늙은 머피를 만날때 너무나도 감동적이였다.",1
1447,기대는 안했는데 가족이란? 생각나게 하는 매력적인 영화입니다.,0
309,와... 12년간 이어져온 인피니티 사가의 끝을 맺는 멋진 영화다... 솔직히 아이언맨 죽는거 보고 안우는사람 없을거임,1
790,잼잼꿀잼허니잼핵잼잼잼,0
143,배두나씨좋아요,0
1369,총성이후 이병헌이 송강호 머리 겨누고 빈 방아쇠두번 당길때 송강호 눈 질~두번 질끈 감는순간 울컥했다 ㅠㅠ,1
998,평점 왜 이렇게 낮아요??? 영화 대박인데...진짜....ㅋㅋㅋ 와.. 어떻게 이런상상을 해서 이런 영화를... 대박대박.. ㅠ 생각지못한 반전.. 처음엔 반신반의하면서 봤는데.. 최고내요...ㄷㄷㄷ 근데 금발 여주는 중반에 좀 짜증나긴했음ㅋ,1
461,진짜 한번더보고싶은영화입니다콩코드기가나오는영화인데....끝장면이 참안타까운영화이지요,1
382,"너무,,잼있다,,훈훈하고,, 진 뭔가 진짜 뭉클한 느낌!!사남일녀,,홧팅♥",0
484,잼나요 5살짜리가 폭풍 집중해서보내요,0
58,미 미남 헤헤;;무지무지 짱짱,0
290,다큐감독하고 배우인 두 여자 주인공(친구)사이가 찍어낸 살인영화,1
1453,"내가 제 제일 사랑하는 중국영화 액션과 로맨스의 공존 이영화 4번은 봤나,,",0
1052,정말최고였어요~ 콘서트의 생생한 현장감이 잘 전달됐습니다~,0
1045,마 할일없을때보세요 웃기고 감동있고 마음 따듯해지는영화,0
1202,이 영화에는 슬픈 장면은 없었다 그럼에도 이 영화는 무척이나 감동적이였다 난 마지막장면의 희망을 느껴 기뻤지만 인간의 실수는 다시 반복되기에 마냥 행복한 엔딩이란 생각은 들지 않았지만 주인공 월이 더이상 혼자가 아니란 사실이 좋았다,1
214,1편보단 별로였지만 그래도 나름 재밌었음,0
886,레옹의 죽음으로 완성되는 감동과Shape Of My Heart로 긴 여운까지,1
1532,"앤디와 우디의 헤어짐을 이보다 공감가게, 울컥하게, 감동적이게 표현할수없다 토이스토리는 전편 걸작",1
610,시즌1에서는 미국 스타일의 키 큰 여자가 최종회에서 죽었다면 최상의 작품,1
911,인생은 혼자살수없는것이다,1
741,도라에몽 최고~!!,0
609,시즌1에서는 미국 스타일의 키 큰 여자가 작 최종회에서 죽었다면 최상의 작품,1
459,관료주의의횡포드러나보이지않았음아직이영화를이해하기에미숙하,0
1484,재미만있구만 ㅋ뭔작품성따지고보냐 ㅋㅋ,0
1324,재밌던데 이거 ㅋㅋㅋ 특히 차안에 있을때 긴장감,1
123,메리(맥케나 그레이스) 너~무 너무 사랑스럽고 삼촌과의 해질녘 해변씬에서 삼촌등반할때 개구진 모습도 너무 귀엽고 ㅎㅎ 잠시 헤어질땐 너무나 가슴 아팠네요.한 3번은 운거 같네 ㅠㅠ소장가치 충분한 영화라 봅니다.!,1
319,영화를 볼줄 모르는 사람이네,0
864,대단했습니다 Mess Around 에 레코딩상황은 정말 보는 저도 흥분시키더라구요,1
617,한국 사회의 치부를 정확하게 예언한 수작,0
720,별로임.. 그래두 노출씬은 십점 만점에 십점!,1
172,이 영화가 바로 이 기적이다.,0
776,소설로 보면 잼있다구요 ㅡㅡ,0
1442,^.^ 간만에 사로잡은 영화,0
1267,오래전에봤던건데 3d보고 생각남 갠적으로 시리즈중에서 이 버전(?)이 최고라고생각 텍사스 시리즈는 언제나 느끼지만 꽤 훌륭한 스토리에 적당한 잔인함과 공포와 긴장감을 느낄수있어 잔인한영화인걸떠나 꽤 볼만한 영화인듯...bb 결말이 좀충격 but스토리굳,1
150,영화를 보 보고 안치환의 '내 꿈의 방향을 묻는다'라는 노래제목이 생각나더랍니다.,0
238,의리 의리 의리 !!!!,0
330,"재밌다고 보 한 (좋다고 였는지 암튼) 소리를 들어서 지금 봤고, 재밌었다. 상업영화의 미덕을 충분히 갖춘 영화. 스토리도 흥미로왔고, 무엇보다 동 배우들 연기가 좋았다. 동 윤계상은 아주 예전에 보고 연기 못한다고 생각했는데 그 동안 많이 늘었다. (중간에 본 적은 없다) 다만, 폭력장면이 너무 잔인하다. 타란티노식 폭력장면은 유쾌한데, 한국 영화는 동 고어물 식의 폭력성을 보여준다. 보기 힘들다. 그게 리얼리티라고 생각하는 건가. 보고 나서 다음날까지도 약간 휴유증이 있었다. 굳이 그렇게 표현하지 않아도 충분한데, 일종의 고문 아닌가.최대 단점은 마동석이 너무 강력한 슈퍼 히어로로 나와서 악역이 너무 약했다는 것. 악역 끝판왕 윤계상이 그 허무하게 무너지는 엔딩은 ?? 뭐야 ? 이런 느낌.보고 나서는 좀 연 허무한 기분도. 뭘 봤지. 뭐 보 이런 거. 킬링 타임용으로 추천",1
1166,OCN에서 다시해주는거 보는데 너무 재밌고 웃겨요!! 그리고 성동일씨 뽕 넣은 장면 진짜 웃겼어요ㅋㅋㅋ,1
1004,요즘 보구 있는데...밤새는줄 모르네요,0
1086,"화려한 쇼 뒤에 숨겨진 수많은 이들의 땀과 노력, 그리고 그들의 열정에 마음이 뭉클해지고 감동. 마지막에 런웨이 장면에서 나도 라프와 함께 눈물이 났다...",1
774,소설로 보면 잼있다구요 ㅡㅡ,0
835,주말마다 꼭 챙겨보는 재 재미,0
364,"할머니 돌아가시고 우는데, 우는소리가 할 낯익다...네이티리ㅡ그녀였구나!!!어쩐지. 연기가~~~ㅎㄷㄷㄷ",0
1281,설란이가 세자에게 백허그하면서 노랠 부를때 눈물이 핑돌면서 따뜻한가슴을 느꼈다. 드라마가 끝난 지금도 여운이 길게 남으면서 그담회가 기다려진다. 수백향출연진 모두에게 박수를 보내드려요 화이팅!!!,1
1076,"정말 잊을 수 없는 영화! 중학교때 담임선생님과 반아이들이가같이 봤어요, 그 이후로도 가끔씩 생각나는데 마음이 따뜻해지는 영화입니다.",0
232,재밌다.. 등장인물 캐릭터가 귀엽다,0
734,결혼은 견우같은 남자와 해야겠다 싶은 영화 나무 벼락맞아서 두조각났는데 그녀가 상심할까봐 똑같은 나무 구해서 심어놓고 감동감동!!,1
1241,"우울한 기분에 친구녀석이랑 영화나 보러 갔죠, 기분이 조금 나아져서 좋았어요",0
1326,"처음에 이화여대생으로 나오신 분 때 연기가 많이 아쉽다.. 송몽규 님 뜻을 채 펼치시기도 전에 옥에 들어가셔서, 때 서명을 할 때 한국어로 때 한을 토해내시는 장면이 안타까웠다.윤동주, 참 생각이 깊고 어쩐지 고독하며 사색적인 사람인 걸 잘 나타냈다.",1
1033,와 이건 진짜 진 와 진짜 와 와 이거 와 아오 와,0
922,남성지배 구조 사회를 생각해보게 하는 영화.중국 문화의 특징을 잘살린영화.,0
